################################################################
# abuse.ch URLhaus Database Dump (CSV - recent URLs only)      #
# Last updated: 2022-09-13 07:28:08 (UTC)                      #
#                                                              #
# Terms Of Use: https://urlhaus.abuse.ch/api/                  #
# For questions please contact urlhaus [at] abuse.ch           #
################################################################
#
# id,dateadded,url,url_status,last_online,threat,tags,urlhaus_link,reporter
"2300987","2022-09-13 06:55:24","http://149.57.201.221/mips","online","None","malware_download","32,bashlite,elf,gafgyt,mips,mirai","https://urlhaus.abuse.ch/url/2300987/","zbetcheckin"
"2300988","2022-09-13 06:55:24","http://149.57.201.221/armv6l","online","None","malware_download","32,arm,bashlite,elf,gafgyt,mirai","https://urlhaus.abuse.ch/url/2300988/","zbetcheckin"
"2300986","2022-09-13 06:55:23","http://149.57.201.221/i586","online","None","malware_download","32,bashlite,elf,gafgyt,intel,mirai","https://urlhaus.abuse.ch/url/2300986/","zbetcheckin"
"2300985","2022-09-13 06:55:18","http://117.216.28.159:48334/bin.sh","online","None","malware_download","32-bit,elf,mips,mirai,Mozi","https://urlhaus.abuse.ch/url/2300985/","geenensp"
"2300984","2022-09-13 06:55:06","http://91.236.169.108:61460/.i","online","None","malware_download","hajime","https://urlhaus.abuse.ch/url/2300984/","geenensp"
"2300983","2022-09-13 06:55:05","https://onedrive.live.com/download?cid=6E758CA80C9632B3&resid=6E758CA80C9632B3%21293&authkey=AAlrxERzT6rArPk","offline","None","malware_download","encrypted,GuLoader","https://urlhaus.abuse.ch/url/2300983/","abuse_ch"
"2300982","2022-09-13 06:52:05","http://61.53.143.171:35791/bin.sh","online","None","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2300982/","geenensp"
"2300981","2022-09-13 06:51:08","http://evetesttech.net/lib/nss3.dll","online","None","malware_download","dll","https://urlhaus.abuse.ch/url/2300981/","abuse_ch"
"2300977","2022-09-13 06:51:07","http://evetesttech.net/lib/freebl3.dll","online","None","malware_download","dll","https://urlhaus.abuse.ch/url/2300977/","abuse_ch"
"2300978","2022-09-13 06:51:07","http://evetesttech.net/lib/softokn3.dll","online","None","malware_download","dll","https://urlhaus.abuse.ch/url/2300978/","abuse_ch"
"2300979","2022-09-13 06:51:07","http://evetesttech.net/lib/mozglue.dll","online","None","malware_download","dll","https://urlhaus.abuse.ch/url/2300979/","abuse_ch"
"2300980","2022-09-13 06:51:07","http://evetesttech.net/lib/sqlite3.dll","online","None","malware_download","dll","https://urlhaus.abuse.ch/url/2300980/","abuse_ch"
"2300976","2022-09-13 06:46:06","http://180.107.191.85:38613/.i","online","None","malware_download","hajime","https://urlhaus.abuse.ch/url/2300976/","geenensp"
"2300975","2022-09-13 06:44:08","http://1.168.89.24:57484/.i","online","None","malware_download","hajime","https://urlhaus.abuse.ch/url/2300975/","geenensp"
"2300974","2022-09-13 06:44:05","http://182.124.161.100:50826/bin.sh","online","None","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2300974/","geenensp"
"2300973","2022-09-13 06:43:05","http://183.26.27.114:42112/bin.sh","online","None","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2300973/","geenensp"
"2300972","2022-09-13 06:40:07","http://125.105.67.138:57812/bin.sh","online","None","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2300972/","geenensp"
"2300971","2022-09-13 06:40:05","http://27.203.186.74:58644/i","online","None","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2300971/","geenensp"
"2300970","2022-09-13 06:38:03","http://107.172.61.141/..---------..--------------_----_______---_---______------------/...............................89.doc","online","None","malware_download","doc,Formbook,opendir","https://urlhaus.abuse.ch/url/2300970/","abuse_ch"
"2300969","2022-09-13 06:37:05","http://107.172.61.141/..---------..--------------_----_______---_---______------------/.........................87.doc","online","None","malware_download","doc,opendir,SnakeKeylogger","https://urlhaus.abuse.ch/url/2300969/","abuse_ch"
"2300967","2022-09-13 06:35:06","http://123.241.111.53:43274/bin.sh","online","None","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2300967/","geenensp"
"2300968","2022-09-13 06:35:06","http://arviblanm.ga/adminsts/Encrypted%20Client%20OG.jpg","online","None","malware_download","ascii,opendir,powershell,ps,rat,RemcosRAT","https://urlhaus.abuse.ch/url/2300968/","abuse_ch"
"2300965","2022-09-13 06:35:05","http://arviblanm.ga/adminsts/Protected%20Client.vbs","online","None","malware_download","ascii,opendir,rat,RemcosRAT,vbs","https://urlhaus.abuse.ch/url/2300965/","abuse_ch"
"2300966","2022-09-13 06:35:05","http://arviblanm.ga/adminsts/attack.txt","online","None","malware_download","ascii,opendir,powershell,ps,rat,RemcosRAT","https://urlhaus.abuse.ch/url/2300966/","abuse_ch"
"2300964","2022-09-13 06:34:33","http://209.127.20.13/fit.jpg","online","None","malware_download","ascii,powershell,ps,rat,RemcosRAT","https://urlhaus.abuse.ch/url/2300964/","abuse_ch"
"2300963","2022-09-13 06:34:15","https://raw.githubusercontent.com/sgrfbnfhgrhthr/csdvmghfmgfd/main/Zoom.zip","online","None","malware_download","fake zoom","https://urlhaus.abuse.ch/url/2300963/","JAMESWT_MHT"
"2300962","2022-09-13 06:34:09","http://kopadd.yunethosting.rs/up/way.vbs","online","None","malware_download","ascii,opendir,rat,RemcosRAT,vbs","https://urlhaus.abuse.ch/url/2300962/","abuse_ch"
"2300961","2022-09-13 06:34:05","http://209.127.20.13/fitac.txt","online","None","malware_download","ascii,Encoded,powershell,ps,rat,RemcosRAT","https://urlhaus.abuse.ch/url/2300961/","abuse_ch"
"2300960","2022-09-13 06:33:09","https://yscten.gq/adminis/xqadTGwTaoSgYSF.exe","online","None","malware_download","exe,Formbook,opendir","https://urlhaus.abuse.ch/url/2300960/","abuse_ch"
"2300959","2022-09-13 06:33:05","https://s7.krakenfiles.com/uploads/12-09-2022/MIZBQozuDB/image.jpg","online","None","malware_download","encrypted,Formbook,PureCrypter","https://urlhaus.abuse.ch/url/2300959/","abuse_ch"
"2300958","2022-09-13 06:31:07","http://191.240.44.134:43195/bin.sh","offline","2022-09-13 07:XX:XX","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2300958/","geenensp"
"2300957","2022-09-13 06:29:07","http://223.13.57.252:46714/.i","offline","2022-09-13 07:XX:XX","malware_download","hajime","https://urlhaus.abuse.ch/url/2300957/","geenensp"
"2300956","2022-09-13 06:28:07","http://59.92.164.194:47436/i","online","None","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2300956/","geenensp"
"2300954","2022-09-13 06:17:05","http://117.194.144.101:39566/i","offline","2022-09-13 06:XX:XX","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2300954/","geenensp"
"2300955","2022-09-13 06:17:05","http://49.75.113.220:33246/.i","online","None","malware_download","hajime","https://urlhaus.abuse.ch/url/2300955/","geenensp"
"2300953","2022-09-13 06:16:07","http://58.208.224.104:45076/.i","online","None","malware_download","hajime","https://urlhaus.abuse.ch/url/2300953/","geenensp"
"2300952","2022-09-13 06:15:06","http://113.203.194.197:39164/bin.sh","online","None","malware_download","32-bit,arm,elf,Mozi","https://urlhaus.abuse.ch/url/2300952/","geenensp"
"2300951","2022-09-13 06:12:05","http://soporteindustrialmexico.com/10/data64_5.exe","offline","None","malware_download","exe","https://urlhaus.abuse.ch/url/2300951/","abuse_ch"
"2300950","2022-09-13 06:11:05","http://117.215.243.163:38868/bin.sh","online","None","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2300950/","geenensp"
"2300949","2022-09-13 06:09:05","http://125.44.40.156:57920/i","online","None","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2300949/","geenensp"
"2300944","2022-09-13 06:08:05","http://45.137.22.239/66.jpg","online","None","malware_download","encrypted,PureCrypter","https://urlhaus.abuse.ch/url/2300944/","abuse_ch"
"2300945","2022-09-13 06:08:05","http://45.137.22.239/890.png","online","None","malware_download","encrypted,PureCrypter","https://urlhaus.abuse.ch/url/2300945/","abuse_ch"
"2300946","2022-09-13 06:08:05","http://45.137.22.239/7.png","online","None","malware_download","encrypted,PureCrypter","https://urlhaus.abuse.ch/url/2300946/","abuse_ch"
"2300947","2022-09-13 06:08:05","http://45.137.22.239/23.jpg","online","None","malware_download","encrypted,PureCrypter","https://urlhaus.abuse.ch/url/2300947/","abuse_ch"
"2300948","2022-09-13 06:08:05","http://45.137.22.239/4.bmp","online","None","malware_download","encrypted,PureCrypter","https://urlhaus.abuse.ch/url/2300948/","abuse_ch"
"2300942","2022-09-13 06:08:04","http://45.137.22.239/11.jpg","offline","None","malware_download","encrypted,PureCrypter","https://urlhaus.abuse.ch/url/2300942/","abuse_ch"
"2300943","2022-09-13 06:08:04","http://45.137.22.239/900.jpg","online","None","malware_download","encrypted,PureCrypter","https://urlhaus.abuse.ch/url/2300943/","abuse_ch"
"2300936","2022-09-13 06:05:11","http://46.19.141.122/drugs/meth.arm6","online","None","malware_download","mirai","https://urlhaus.abuse.ch/url/2300936/","bjornruberg"
"2300937","2022-09-13 06:05:11","http://46.19.141.122/drugs/meth.x86_64","online","None","malware_download","mirai","https://urlhaus.abuse.ch/url/2300937/","bjornruberg"
"2300938","2022-09-13 06:05:11","http://46.19.141.122/drugs/meth.i486","online","None","malware_download","mirai","https://urlhaus.abuse.ch/url/2300938/","bjornruberg"
"2300939","2022-09-13 06:05:11","http://46.19.141.122/drugs/meth.x86","online","None","malware_download","mirai","https://urlhaus.abuse.ch/url/2300939/","bjornruberg"
"2300940","2022-09-13 06:05:11","http://46.19.141.122/drugs/meth.i686","online","None","malware_download","mirai","https://urlhaus.abuse.ch/url/2300940/","bjornruberg"
"2300941","2022-09-13 06:05:11","http://46.19.141.122/drugs/meth.mips","online","None","malware_download","mirai","https://urlhaus.abuse.ch/url/2300941/","bjornruberg"
"2300935","2022-09-13 06:05:10","http://46.19.141.122/drugs/meth.arm","online","None","malware_download","mirai","https://urlhaus.abuse.ch/url/2300935/","bjornruberg"
"2300934","2022-09-13 06:05:09","http://46.19.141.122/drugs/meth.arm7","online","None","malware_download","mirai","https://urlhaus.abuse.ch/url/2300934/","bjornruberg"
"2300933","2022-09-13 06:05:07","http://117.221.186.247:60703/i","online","None","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2300933/","geenensp"
"2300926","2022-09-13 06:05:06","http://46.19.141.122/drugs/meth.m68k","online","None","malware_download","mirai","https://urlhaus.abuse.ch/url/2300926/","bjornruberg"
"2300927","2022-09-13 06:05:06","http://46.19.141.122/drugs/meth.spc","online","None","malware_download","mirai","https://urlhaus.abuse.ch/url/2300927/","bjornruberg"
"2300928","2022-09-13 06:05:06","http://46.19.141.122/drugs/meth.ppc","online","None","malware_download","mirai","https://urlhaus.abuse.ch/url/2300928/","bjornruberg"
"2300929","2022-09-13 06:05:06","http://46.19.141.122/drugs/meth.mpsl","online","None","malware_download","mirai","https://urlhaus.abuse.ch/url/2300929/","bjornruberg"
"2300930","2022-09-13 06:05:06","http://46.19.141.122/drugs/meth.arm5","online","None","malware_download","mirai","https://urlhaus.abuse.ch/url/2300930/","bjornruberg"
"2300931","2022-09-13 06:05:06","http://46.19.141.122/root.sh","online","None","malware_download","None","https://urlhaus.abuse.ch/url/2300931/","bjornruberg"
"2300932","2022-09-13 06:05:06","http://149.57.201.221/eskgbins.sh","online","None","malware_download",",script","https://urlhaus.abuse.ch/url/2300932/","geenensp"
"2300923","2022-09-13 06:05:05","http://46.19.141.122/drugs/meth.arc","online","None","malware_download","mirai","https://urlhaus.abuse.ch/url/2300923/","bjornruberg"
"2300924","2022-09-13 06:05:05","http://46.19.141.122/drugs/meth.sh4","online","None","malware_download","mirai","https://urlhaus.abuse.ch/url/2300924/","bjornruberg"
"2300925","2022-09-13 06:05:05","http://45.140.141.188/chernobyl.sh","offline","None","malware_download","None","https://urlhaus.abuse.ch/url/2300925/","bjornruberg"
"2300922","2022-09-13 06:05:04","http://79.110.62.20/bins.sh","offline","None","malware_download","None","https://urlhaus.abuse.ch/url/2300922/","bjornruberg"
"2300921","2022-09-13 06:04:34","http://102.33.10.223:37242/mozi.m","offline","None","malware_download","None","https://urlhaus.abuse.ch/url/2300921/","tammeto"
"2300920","2022-09-13 06:03:44","http://175.107.2.2:49754/Mozi.m","offline","None","malware_download","Mozi","https://urlhaus.abuse.ch/url/2300920/","Gandylyan1"
"2300918","2022-09-13 06:03:34","http://103.179.10.240:36151/Mozi.m","offline","None","malware_download","Mozi","https://urlhaus.abuse.ch/url/2300918/","Gandylyan1"
"2300919","2022-09-13 06:03:34","http://190.109.234.190:34725/Mozi.m","offline","None","malware_download","Mozi","https://urlhaus.abuse.ch/url/2300919/","Gandylyan1"
"2300916","2022-09-13 06:03:33","http://59.125.27.22:39658/Mozi.m","offline","None","malware_download","Mozi","https://urlhaus.abuse.ch/url/2300916/","Gandylyan1"
"2300917","2022-09-13 06:03:33","http://39.81.198.33:60405/Mozi.m","offline","None","malware_download","Mozi","https://urlhaus.abuse.ch/url/2300917/","Gandylyan1"
"2300915","2022-09-13 06:03:15","http://117.195.81.104:36518/Mozi.m","offline","2022-09-13 06:XX:XX","malware_download","Mozi","https://urlhaus.abuse.ch/url/2300915/","Gandylyan1"
"2300914","2022-09-13 06:03:08","http://124.122.138.112:60337/Mozi.m","online","None","malware_download","mirai,Mozi","https://urlhaus.abuse.ch/url/2300914/","Gandylyan1"
"2300913","2022-09-13 06:03:07","http://120.84.229.241:47198/Mozi.m","online","None","malware_download","mirai,Mozi","https://urlhaus.abuse.ch/url/2300913/","Gandylyan1"
"2300912","2022-09-13 06:03:06","http://182.119.222.68:37537/Mozi.m","online","None","malware_download","Mozi","https://urlhaus.abuse.ch/url/2300912/","Gandylyan1"
"2300907","2022-09-13 06:03:05","http://42.239.95.33:36731/Mozi.m","online","None","malware_download","Mozi","https://urlhaus.abuse.ch/url/2300907/","Gandylyan1"
"2300908","2022-09-13 06:03:05","http://123.4.82.55:52246/Mozi.m","online","None","malware_download","mirai,Mozi","https://urlhaus.abuse.ch/url/2300908/","Gandylyan1"
"2300909","2022-09-13 06:03:05","http://200.110.48.68:52423/Mozi.m","online","None","malware_download","Mozi","https://urlhaus.abuse.ch/url/2300909/","Gandylyan1"
"2300910","2022-09-13 06:03:05","http://119.77.164.114:37893/Mozi.m","online","None","malware_download","Mozi","https://urlhaus.abuse.ch/url/2300910/","Gandylyan1"
"2300911","2022-09-13 06:03:05","http://121.25.78.11:45278/Mozi.m","online","None","malware_download","mirai,Mozi","https://urlhaus.abuse.ch/url/2300911/","Gandylyan1"
"2300905","2022-09-13 06:03:04","http://2.196.167.207:55068/Mozi.m","online","None","malware_download","Mozi","https://urlhaus.abuse.ch/url/2300905/","Gandylyan1"
"2300906","2022-09-13 06:03:04","http://61.53.88.239:52765/Mozi.m","online","None","malware_download","Mozi","https://urlhaus.abuse.ch/url/2300906/","Gandylyan1"
"2300904","2022-09-13 06:00:09","http://59.92.160.232:38479/i","online","None","malware_download","32-bit,elf,mips,mirai,Mozi","https://urlhaus.abuse.ch/url/2300904/","geenensp"
"2300903","2022-09-13 06:00:08","http://123.8.251.193:40734/mozi.m","online","None","malware_download","mirai","https://urlhaus.abuse.ch/url/2300903/","tammeto"
"2300902","2022-09-13 05:59:33","https://54.39.83.128/aaa9","offline","None","malware_download","None","https://urlhaus.abuse.ch/url/2300902/","tammeto"
"2300900","2022-09-13 05:58:08","http://88.119.161.156/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/sqlite3.dll","offline","2022-09-13 06:XX:XX","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300900/","abuse_ch"
"2300901","2022-09-13 05:58:08","http://88.119.161.156/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/nss3.dll","offline","2022-09-13 06:XX:XX","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300901/","abuse_ch"
"2300897","2022-09-13 05:58:07","http://88.119.161.156/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/msvcp140.dll","offline","2022-09-13 06:XX:XX","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300897/","abuse_ch"
"2300898","2022-09-13 05:58:07","http://88.119.161.156/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/mozglue.dll","offline","2022-09-13 06:XX:XX","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300898/","abuse_ch"
"2300899","2022-09-13 05:58:07","http://88.119.161.156/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/freebl3.dll","offline","2022-09-13 06:XX:XX","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300899/","abuse_ch"
"2300896","2022-09-13 05:58:06","http://88.119.161.156/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/softokn3.dll","offline","2022-09-13 06:XX:XX","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300896/","abuse_ch"
"2300895","2022-09-13 05:58:05","http://88.119.161.156/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/vcruntime140.dll","offline","2022-09-13 06:XX:XX","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300895/","abuse_ch"
"2300894","2022-09-13 05:57:55","http://194.36.177.117/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/freebl3.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300894/","abuse_ch"
"2300893","2022-09-13 05:57:36","http://194.36.177.117/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/sqlite3.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300893/","abuse_ch"
"2300892","2022-09-13 05:57:26","http://194.36.177.117/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/mozglue.dll","offline","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300892/","abuse_ch"
"2300891","2022-09-13 05:57:16","http://194.36.177.117/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/nss3.dll","offline","2022-09-13 06:XX:XX","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300891/","abuse_ch"
"2300890","2022-09-13 05:57:00","http://194.36.177.117/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/msvcp140.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300890/","abuse_ch"
"2300889","2022-09-13 05:56:33","http://194.36.177.117/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/softokn3.dll","offline","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300889/","abuse_ch"
"2300888","2022-09-13 05:55:31","http://194.36.177.117/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/vcruntime140.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300888/","abuse_ch"
"2300887","2022-09-13 05:55:08","http://5.45.67.19/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/nss3.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300887/","abuse_ch"
"2300884","2022-09-13 05:55:07","http://5.45.67.19/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/sqlite3.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300884/","abuse_ch"
"2300885","2022-09-13 05:55:07","http://5.45.67.19/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/freebl3.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300885/","abuse_ch"
"2300886","2022-09-13 05:55:07","http://5.45.67.19/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/msvcp140.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300886/","abuse_ch"
"2300881","2022-09-13 05:55:06","http://5.45.67.19/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/vcruntime140.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300881/","abuse_ch"
"2300882","2022-09-13 05:55:06","http://5.45.67.19/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/softokn3.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300882/","abuse_ch"
"2300883","2022-09-13 05:55:06","http://5.45.67.19/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/mozglue.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300883/","abuse_ch"
"2300880","2022-09-13 05:54:07","http://94.131.106.92/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/nss3.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300880/","abuse_ch"
"2300879","2022-09-13 05:54:06","http://94.131.106.92/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/sqlite3.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300879/","abuse_ch"
"2300873","2022-09-13 05:54:05","http://94.131.106.92/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/msvcp140.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300873/","abuse_ch"
"2300874","2022-09-13 05:54:05","http://94.131.106.92/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/vcruntime140.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300874/","abuse_ch"
"2300875","2022-09-13 05:54:05","http://94.131.106.92/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/softokn3.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300875/","abuse_ch"
"2300876","2022-09-13 05:54:05","http://94.131.106.92/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/freebl3.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300876/","abuse_ch"
"2300877","2022-09-13 05:54:05","http://94.131.106.92/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/mozglue.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300877/","abuse_ch"
"2300878","2022-09-13 05:54:05","http://183.15.124.107:33944/i","online","None","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2300878/","geenensp"
"2300872","2022-09-13 05:53:05","http://125.43.13.46:41538/i","online","None","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2300872/","geenensp"
"2300871","2022-09-13 05:52:08","http://193.149.129.109/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/nss3.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300871/","abuse_ch"
"2300870","2022-09-13 05:52:07","http://193.149.129.109/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/sqlite3.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300870/","abuse_ch"
"2300865","2022-09-13 05:52:06","http://193.149.129.109/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/softokn3.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300865/","abuse_ch"
"2300866","2022-09-13 05:52:06","http://193.149.129.109/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/vcruntime140.dll","online","None","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2300866/","abuse_ch"
